best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
53,13,accuracy,ddibn,158289,42,S0,0.980435,0.990526,0.93156,0.983276,0.930302,0.930012,0.980324,0.984785,0.935025,0.983486,0.935374,0.934861,208.7
35,13,accuracy,ddibn,158289,42,S1,0.755754,0.833876,0.689202,0.747831,0.688277,0.684565,0.742752,0.790718,0.678199,0.727776,0.678246,0.659131,208.7
7,13,accuracy,ddibn,158289,42,S2,0.464553,0.4889,0.483171,0.498531,0.515878,0.474264,0.469304,0.48756,0.487853,0.508369,0.510742,0.428904,208.7
66,13,accuracy,ddibn,158289,0,S0,0.983134,0.992344,0.938816,0.985714,0.938876,0.938404,0.981481,0.986316,0.936451,0.984431,0.936665,0.936765,264.4
53,13,accuracy,ddibn,158289,0,S1,0.770905,0.858852,0.707519,0.767213,0.696586,0.664144,0.758372,0.833206,0.693077,0.75285,0.680158,0.629213,264.4
6,13,accuracy,ddibn,158289,0,S2,0.470661,0.490622,0.486538,0.506832,0.523004,0.485368,0.475773,0.489569,0.48701,0.513464,0.517745,0.437416,264.4
48,13,accuracy,ddibn,158289,124,S0,0.979794,0.986986,0.930484,0.981971,0.929911,0.930404,0.980434,0.985167,0.935007,0.983783,0.933311,0.933801,209.1
12,13,accuracy,ddibn,158289,124,S1,0.725878,0.791675,0.668224,0.708679,0.665906,0.637997,0.71253,0.731675,0.667895,0.683594,0.654608,0.615991,209.1
6,13,accuracy,ddibn,158289,124,S2,0.472054,0.489569,0.486317,0.508557,0.511342,0.478727,0.477808,0.490622,0.489998,0.516304,0.51147,0.443124,209.1
