best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
66,13,accuracy,ddibn,158289,0,S0,0.984254,0.991483,0.940543,0.98628,0.941091,0.93973,0.982582,0.987081,0.940663,0.985574,0.942241,0.94112,258.5
33,13,accuracy,ddibn,158289,0,S1,0.729517,0.845933,0.679332,0.743099,0.686845,0.667813,0.709014,0.83177,0.66104,0.72198,0.664336,0.634639,258.5
8,13,accuracy,ddibn,158289,0,S2,0.349516,0.474354,0.380769,0.439615,0.473691,0.046327,0.30515,0.458086,0.352838,0.431487,0.483308,0.077606,258.5
64,13,accuracy,ddibn,158289,42,S0,0.984388,0.991962,0.939279,0.986253,0.939174,0.938796,0.982413,0.987656,0.938722,0.985397,0.938558,0.938458,247.5
58,13,accuracy,ddibn,158289,42,S1,0.761475,0.854354,0.707137,0.763435,0.70189,0.65815,0.740767,0.836172,0.690263,0.739975,0.671466,0.610508,247.5
20,13,accuracy,ddibn,158289,42,S2,0.34538,0.474737,0.378304,0.429222,0.483179,0.017433,0.333676,0.467081,0.378782,0.430615,0.478915,0.02568,247.5
56,13,accuracy,ddibn,158289,124,S0,0.984243,0.991388,0.938606,0.986129,0.940071,0.939082,0.982809,0.987847,0.939126,0.985816,0.939245,0.938245,224.9
32,13,accuracy,ddibn,158289,124,S1,0.749813,0.853397,0.697596,0.755899,0.69136,0.642101,0.731272,0.836746,0.681231,0.737511,0.671104,0.606697,224.9
5,13,accuracy,ddibn,158289,124,S2,0.36541,0.477033,0.407379,0.436946,0.499933,0.018412,0.331893,0.462967,0.394221,0.432946,0.48592,0.006239,224.9
