best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
53,13,accuracy,ddibn,158289,124,S0,0.979825,0.988517,0.926341,0.982235,0.927862,0.926766,0.980819,0.987273,0.93571,0.984152,0.935092,0.933725,265.7
18,13,accuracy,ddibn,158289,124,S1,0.817663,0.935407,0.743394,0.825688,0.743873,0.717261,0.833139,0.932153,0.758804,0.839091,0.74914,0.715742,265.7
2,13,accuracy,ddibn,158289,124,S2,0.468501,0.49311,0.476243,0.50206,0.477955,0.344573,0.531904,0.505837,0.520506,0.550334,0.524802,0.424024,265.7
68,13,accuracy,ddibn,158289,0,S0,0.982072,0.990526,0.934661,0.984432,0.934583,0.934083,0.982759,0.98823,0.939173,0.986074,0.937966,0.937404,322.5
40,13,accuracy,ddibn,158289,0,S1,0.819953,0.928517,0.740416,0.824842,0.738398,0.71935,0.832316,0.939904,0.750827,0.838835,0.750917,0.729788,322.5
6,13,accuracy,ddibn,158289,0,S2,0.522801,0.506986,0.521714,0.528315,0.478807,0.282196,0.511913,0.492823,0.51144,0.574019,0.543086,0.351801,322.5
63,13,accuracy,ddibn,158289,42,S0,0.981625,0.990239,0.932563,0.984005,0.933764,0.932721,0.980868,0.986507,0.935478,0.98412,0.93536,0.934044,341.5
16,13,accuracy,ddibn,158289,42,S1,0.834128,0.951579,0.758283,0.846039,0.751322,0.719414,0.845799,0.963349,0.769768,0.855954,0.754801,0.71657,341.5
6,13,accuracy,ddibn,158289,42,S2,0.527957,0.50823,0.507792,0.533328,0.491898,0.18287,0.539388,0.499904,0.527583,0.576953,0.529955,0.229333,341.5
