type_0,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_13,type_14,type_15,type_16,type_17,type_18,type_19,type_20,type_21,type_22,type_23,type_24,type_25,type_26,type_27,type_28,type_29,type_30,type_31,type_32,type_33,type_34,type_35,type_36,type_37,type_38,type_39,type_40,type_41,type_42,type_43,type_44,type_45,type_46,type_47,type_48,type_49,type_50,type_51,type_52,type_53,type_54,type_55,type_56,type_57,type_58,type_59,type_60,type_61,type_62,type_63,type_64,type_65,type_66,type_67,type_68,type_69,type_70,type_71,type_72,type_73,type_74,type_75,type_76,type_77,type_78,type_79,type_80,type_81,type_82,type_83,type_84,type_85,type_86,type_87,type_88,type_89,type_90,type_91,type_92,type_93,type_94,type_95,type_96,type_97,type_98,type_99,type_100,type_101,type_102,type_103,type_104,type_105,type_106,type_107,type_108,type_109,type_110,type_111,type_112,type_113,type_114,type_115,type_116,type_117,type_118,type_119,type_120,type_121,type_122,type_123,type_124,type_125,type_126,type_127,type_128,type_129,type_130,type_131,type_132,type_133,type_134,type_135,type_136,type_137,type_138,type_139,type_140,type_141,type_142,type_143,type_144,type_145,type_146,type_147,type_148,type_149,type_150,type_151,type_152,type_153,type_154,type_155,type_156,type_157,type_158,type_159,type_160,type_161,type_162,type_163,type_164,type_165,type_166,type_167,type_168,type_169,type_170,type_171,type_172,type_173,type_174,type_175,type_176,type_177,type_178,type_179,type_180,type_181,type_182,type_183,type_184,type_185,type_186,type_187,type_188,type_189,type_190,type_191,type_192,type_193,type_194,type_195,type_196,type_197,type_198,type_199,type_200,type_201,type_202,type_203,type_204,type_205,type_206,type_207,type_208
0.898853,0.898689,0.858906,0.88894,0.852923,0.86078,0.893364,0.848648,0.916795,0.875054,0.912861,0.88882,0.890151,0.872011,0.908913,0.907781,0.899376,0.920448,0.89095,0.899507,0.903553,0.885288,0.893695,0.868594,0.898609,0.923548,0.899469,0.906807,0.847771,0.905411,0.885332,0.892826,0.892645,0.906796,0.908288,0.921446,0.842612,0.892066,0.836954,0.907484,0.909133,0.893518,0.873445,0.882222,0.898332,0.907177,0.89856,0.934875,0.903319,0.914145,0.861221,0.897298,0.911915,0.905816,0.871207,0.912669,0.900564,0.903646,0.868722,0.900759,0.92707,0.882825,0.875512,0.91179,0.834399,0.904787,0.924876,0.905414,0.904362,0.899817,0.875884,0.876598,0.896488,0.915118,0.905293,0.913039,0.911436,0.921307,0.902218,0.905641,0.886348,0.900337,0.884475,0.911842,0.92375,0.867919,0.889396,0.889561,0.914534,0.888274,0.90273,0.896067,0.903456,0.803311,0.875459,0.893528,0.927677,0.880657,0.927961,0.844998,0.890739,0.906382,0.899461,0.89438,0.900856,0.8998,0.924543,0.875974,0.911762,0.909128,0.888124,0.855966,0.900041,0.888773,0.912079,0.905851,0.900078,0.916565,0.894994,0.93298,0.889291,0.927081,0.877587,0.893166,0.883239,0.877276,0.918711,0.944046,0.920511,0.890561,0.916787,0.927858,0.902098,0.888824,0.839037,0.921503,0.896257,0.882276,0.895276,0.863163,0.909164,0.903963,0.899576,0.915418,0.905864,0.910497,0.934792,0.92028,0.872372,0.917854,0.843639,0.898668,0.910012,0.914512,0.904681,0.876817,0.89858,0.879106,0.87058,0.871926,0.89027,0.935247,0.920837,0.911159,0.879786,0.917126,0.91249,0.915182,0.917842,0.886826,0.918831,0.872729,0.909656,0.91429,0.925908,0.927648,0.871736,0.883973,0.932611,0.898643,0.920997,0.901398,0.886106,0.928622,0.904585,0.91122,0.911981,0.895609,0.912438,0.924903,0.923409,0.884719,0.915707,0.842573,0.906127,0.874178,0.904016,0.902636,0.904098,0.907849,0.933196,0.905364,0.891145,0.880234,0.912769,0.898806,0.893226,0.899375,0.934989
0.888595,0.888363,0.835654,0.891072,0.832287,0.822507,0.890692,0.833481,0.894165,0.854353,0.905268,0.860359,0.883261,0.85571,0.883412,0.890656,0.89017,0.903608,0.871084,0.878645,0.902031,0.859192,0.870021,0.865976,0.885098,0.905556,0.891844,0.88734,0.835762,0.894843,0.86553,0.877071,0.880284,0.890209,0.900696,0.904589,0.835913,0.881851,0.835475,0.895774,0.901873,0.871362,0.849544,0.870462,0.862307,0.885825,0.879478,0.9156,0.898496,0.888533,0.862922,0.857623,0.90279,0.899611,0.852128,0.882976,0.8952,0.886092,0.847925,0.890269,0.918019,0.881788,0.871363,0.88671,0.839762,0.870816,0.92458,0.883983,0.885564,0.871855,0.860759,0.853638,0.876535,0.901936,0.891233,0.887977,0.892975,0.899954,0.876834,0.907821,0.868119,0.888174,0.879793,0.907964,0.917247,0.836515,0.880149,0.857237,0.910415,0.874428,0.87741,0.884923,0.89068,0.765048,0.860058,0.904476,0.908515,0.869109,0.913683,0.829142,0.878598,0.896822,0.883778,0.872795,0.88447,0.897314,0.905367,0.866029,0.883646,0.89927,0.868357,0.845116,0.892575,0.881102,0.903179,0.88538,0.872094,0.903832,0.876084,0.933135,0.880108,0.928049,0.861954,0.84394,0.842357,0.834979,0.906228,0.946797,0.909814,0.874848,0.895422,0.912948,0.886402,0.885002,0.824431,0.915277,0.896226,0.848617,0.862766,0.839334,0.913024,0.89724,0.888925,0.900638,0.893126,0.900382,0.91852,0.904113,0.841327,0.904758,0.853607,0.889229,0.891691,0.912408,0.879767,0.876842,0.901312,0.848586,0.876308,0.862896,0.892821,0.910945,0.909297,0.905959,0.856255,0.913493,0.88514,0.902998,0.910948,0.875894,0.913495,0.84539,0.896423,0.902309,0.910763,0.921649,0.865374,0.884759,0.934464,0.859702,0.913881,0.886912,0.873279,0.922861,0.88633,0.904656,0.889154,0.8697,0.888319,0.924502,0.92988,0.878743,0.905363,0.824598,0.891465,0.862785,0.910329,0.893601,0.889162,0.892292,0.911356,0.888875,0.879251,0.861667,0.904601,0.88889,0.894984,0.886249,0.922388
0.80456,0.811715,0.77566,0.790123,0.775304,0.782282,0.804104,0.76484,0.840391,0.783394,0.831418,0.805031,0.804745,0.778195,0.819495,0.813462,0.806,0.832,0.780069,0.807829,0.808712,0.784722,0.807432,0.769928,0.796512,0.845361,0.815789,0.828383,0.760536,0.814453,0.792188,0.825926,0.80566,0.809963,0.828302,0.841584,0.741935,0.808333,0.739407,0.818345,0.823988,0.805447,0.802198,0.795154,0.820463,0.830258,0.816,0.855372,0.820248,0.832618,0.773973,0.813694,0.819915,0.814236,0.785171,0.836864,0.800481,0.807836,0.787383,0.806306,0.828194,0.776316,0.768868,0.832547,0.728571,0.824153,0.842995,0.8125,0.824427,0.811377,0.796117,0.796209,0.809091,0.827189,0.836957,0.82618,0.83156,0.830688,0.838298,0.802564,0.815353,0.793103,0.795259,0.829741,0.835,0.786082,0.801887,0.834081,0.824766,0.804734,0.826733,0.803483,0.830729,0.716837,0.782143,0.783854,0.860236,0.8,0.839535,0.769231,0.792627,0.831683,0.809633,0.808962,0.816062,0.7891,0.852632,0.784483,0.829843,0.82684,0.80198,0.766129,0.825,0.789474,0.82767,0.820707,0.797927,0.820707,0.792135,0.863636,0.8,0.819672,0.793011,0.816456,0.786096,0.806358,0.820513,0.847403,0.836022,0.821809,0.839474,0.854497,0.821121,0.789189,0.735795,0.833333,0.808989,0.801508,0.803241,0.778571,0.824242,0.817073,0.812155,0.823204,0.816456,0.809816,0.847368,0.836022,0.780423,0.837912,0.753425,0.806548,0.844828,0.833333,0.834211,0.773529,0.802857,0.780488,0.77305,0.783626,0.818493,0.846821,0.824503,0.81117,0.802439,0.826797,0.811429,0.813433,0.804813,0.8,0.833333,0.776398,0.810345,0.819444,0.860849,0.819672,0.779167,0.813291,0.848214,0.833333,0.821053,0.824468,0.774457,0.875,0.839286,0.832215,0.821078,0.822581,0.825,0.827922,0.82622,0.8,0.839623,0.765152,0.821918,0.785714,0.808642,0.823699,0.818182,0.829341,0.873288,0.788043,0.804636,0.794964,0.813725,0.812121,0.788732,0.803797,0.844595
0.80456,0.801762,0.775988,0.778261,0.764331,0.780635,0.799235,0.758782,0.840391,0.783394,0.831418,0.803175,0.800745,0.779851,0.813433,0.80404,0.80404,0.834646,0.770609,0.806452,0.806883,0.786207,0.810631,0.761726,0.795322,0.842657,0.817391,0.829508,0.751491,0.817658,0.796325,0.824627,0.805293,0.806754,0.829268,0.844156,0.730337,0.809129,0.732026,0.813309,0.824261,0.80916,0.805755,0.789116,0.820809,0.830258,0.816733,0.86166,0.818372,0.836134,0.764846,0.812199,0.817204,0.816467,0.788785,0.835118,0.794045,0.8,0.783848,0.803653,0.831897,0.785894,0.759804,0.832151,0.701571,0.824524,0.837093,0.81128,0.826415,0.813056,0.795122,0.800926,0.817391,0.829932,0.83871,0.826552,0.831261,0.830688,0.83691,0.796834,0.811839,0.787879,0.792123,0.830108,0.832487,0.782152,0.805556,0.833333,0.825986,0.795031,0.829268,0.798982,0.832041,0.707124,0.781362,0.779841,0.861598,0.797619,0.839161,0.761194,0.78972,0.831683,0.809195,0.812065,0.816537,0.782396,0.851852,0.786325,0.830287,0.82684,0.792746,0.775194,0.832972,0.787611,0.827251,0.824691,0.794737,0.814621,0.792135,0.866667,0.793296,0.814607,0.785515,0.811688,0.779006,0.808023,0.817708,0.847896,0.834688,0.827763,0.841558,0.856397,0.823779,0.783333,0.717325,0.832,0.804598,0.802993,0.808989,0.783217,0.827381,0.811321,0.806818,0.826087,0.816456,0.813253,0.844086,0.83558,0.779841,0.837466,0.75,0.807122,0.847458,0.835681,0.831099,0.768769,0.798834,0.778689,0.77305,0.76875,0.821549,0.844575,0.821549,0.811671,0.801956,0.82392,0.805882,0.817518,0.798898,0.805031,0.836879,0.775,0.812652,0.819945,0.865604,0.823529,0.772532,0.810289,0.846847,0.830189,0.815217,0.826316,0.77748,0.878049,0.842105,0.833333,0.824096,0.826498,0.826446,0.82623,0.82243,0.795455,0.839117,0.75969,0.827815,0.778523,0.808642,0.821114,0.819549,0.830861,0.874576,0.788043,0.801347,0.781609,0.813115,0.810976,0.784173,0.803797,0.840278
0.98,0.94,0.92,0.96,0.86,0.82,0.98,0.88,0.9,0.92,0.98,0.9,0.96,0.92,0.92,0.94,0.94,0.94,0.92,0.92,0.98,0.92,0.92,0.96,0.96,0.92,0.96,0.94,0.9,0.94,0.92,0.96,0.94,0.94,0.98,0.9,0.9,0.96,0.96,0.94,0.96,0.9,0.92,0.96,0.9,0.9,0.92,0.94,0.98,0.94,0.98,0.88,0.96,1.0,0.92,0.92,0.96,0.94,0.9,0.92,0.96,0.94,0.94,0.92,0.92,0.86,0.98,0.92,0.94,0.9,0.9,0.88,0.9,0.94,0.94,0.92,0.94,0.94,0.9,0.98,0.94,0.94,0.96,0.98,0.96,0.88,0.96,0.86,0.96,0.96,0.9,0.96,0.96,0.78,0.94,1.0,0.94,0.92,0.96,0.9,0.94,0.96,0.94,0.92,0.92,0.94,0.94,0.92,0.92,0.96,0.92,0.9,0.96,0.94,0.96,0.92,0.92,0.98,0.92,0.98,0.92,1.0,0.9,0.88,0.86,0.86,0.94,1.0,0.94,0.9,0.92,0.96,0.92,0.96,0.92,0.96,0.98,0.86,0.9,0.88,0.96,0.96,0.96,0.96,0.96,0.96,0.98,0.94,0.88,0.94,0.94,0.94,0.92,0.98,0.92,0.96,0.98,0.88,0.96,0.94,0.96,0.92,0.96,0.96,0.9,0.94,0.9,0.94,0.98,0.92,0.94,0.9,0.94,0.98,0.96,0.96,0.92,0.96,1.0,0.92,0.96,0.92,0.94,0.96,0.96,0.92,0.92,0.92,0.92,0.98,1.0,0.94,0.94,0.9,0.94,0.92,0.98,0.94,0.94,0.94,0.94,0.94,0.92,0.86,0.92,0.96,0.98,0.94,0.96
0.80456,0.807531,0.774194,0.806584,0.781377,0.780781,0.798507,0.762557,0.840391,0.783394,0.831418,0.811321,0.813869,0.774436,0.823105,0.830769,0.812,0.836,0.800687,0.807829,0.806818,0.791667,0.797297,0.778986,0.802326,0.848797,0.811404,0.821782,0.773946,0.808594,0.7875,0.82963,0.803774,0.815498,0.826415,0.834984,0.752688,0.808333,0.733051,0.820144,0.82243,0.809339,0.802198,0.792952,0.818533,0.830258,0.82,0.85124,0.818182,0.824034,0.780822,0.821656,0.822034,0.809028,0.775665,0.838983,0.8125,0.813433,0.794393,0.806306,0.828194,0.773684,0.783019,0.834906,0.738095,0.822034,0.855072,0.810345,0.820611,0.808383,0.800971,0.800948,0.809091,0.83871,0.826087,0.828326,0.829787,0.830688,0.842553,0.815385,0.813278,0.807882,0.806035,0.827586,0.83,0.78866,0.801887,0.838565,0.827103,0.828402,0.816832,0.800995,0.822917,0.729592,0.785714,0.78125,0.858268,0.8,0.837209,0.774038,0.797235,0.831683,0.811927,0.801887,0.813471,0.791469,0.857895,0.781609,0.827225,0.82684,0.811881,0.763441,0.818182,0.79386,0.830097,0.823232,0.803109,0.838384,0.792135,0.852273,0.816216,0.830601,0.784946,0.822785,0.796791,0.803468,0.820513,0.850649,0.827957,0.819149,0.836842,0.857143,0.827586,0.8,0.761364,0.830688,0.808989,0.798995,0.810185,0.785714,0.836364,0.835366,0.80663,0.823204,0.816456,0.809816,0.852632,0.83871,0.777778,0.835165,0.753425,0.809524,0.848276,0.842857,0.831579,0.782353,0.8,0.788618,0.77305,0.783626,0.808219,0.843931,0.834437,0.81383,0.804878,0.843137,0.822857,0.813433,0.823529,0.787097,0.84058,0.776398,0.817734,0.816667,0.849057,0.825137,0.791667,0.810127,0.857143,0.82716,0.836842,0.819149,0.771739,0.871429,0.85119,0.825503,0.828431,0.819355,0.827778,0.837662,0.829268,0.807407,0.836478,0.772727,0.815068,0.785714,0.808642,0.815029,0.818182,0.832335,0.863014,0.788043,0.807947,0.805755,0.810458,0.812121,0.795775,0.803797,0.837838
