epoch,train_loss,val_AUC-ROC_S0,val_PR-AUC_S0,val_acc_S0,val_AUC-ROC_S1,val_PR-AUC_S1,val_acc_S1,val_AUC-ROC_S2,val_PR-AUC_S2,val_acc_S2
1,0.023336005273214992,0.9513294332514105,0.958790665650928,0.8742150937786447,0.8799346273320169,0.8775884619828267,0.7976219339717419,0.48358103023581855,0.49723140807383676,0.48450556040594184
2,0.008904704546195364,0.9779452813339472,0.9824501566088513,0.9201574908180213,0.8887773198073574,0.8868140137519802,0.7997262400076973,0.4834889049808192,0.5062282065010341,0.49611539690431194
3,0.006879578389587903,0.9807783084429245,0.9847301200029984,0.9365553406015954,0.8864931712727291,0.8852333691032686,0.7835043272673772,0.4852385225109271,0.5047448585676239,0.499077074330083
4,0.006230460438546875,0.981921964126365,0.9854911876285974,0.939373359417579,0.8854516462585633,0.8842784591373472,0.778299799074713,0.4851661275981481,0.5053819340956679,0.4987905970178301
5,0.005832676895924153,0.9822019494901423,0.9855976410735826,0.9407769216407638,0.8864959568945852,0.8849876153786693,0.7830547222411072,0.4900786803337022,0.5058474919901513,0.49801163033522516
6,0.005663897464757845,0.9826747777687156,0.9859569832311607,0.9390027641495486,0.8837627918122547,0.8826842765996682,0.7812350451500627,0.4861765990633058,0.5076708448269254,0.4993821512563873
7,0.005618565805977391,0.9826816808726656,0.9858484223147199,0.9402252602537549,0.8829661909807868,0.8828022738022764,0.7764336040962525,0.4861624559573837,0.5055660801518208,0.4995767017826461
8,0.005463415334346674,0.983071056161341,0.9860561205119809,0.9389973127645171,0.8807258188227531,0.8798878905894296,0.7768130724606481,0.48133177213070666,0.5048674617389904,0.5010250487619686
9,0.005445916472273248,0.9829219640078851,0.9858461746557052,0.9429080495517852,0.8813002638812516,0.8806461583615771,0.7635833859155337,0.4865848518451037,0.5065986286845688,0.4998472627933554
10,0.0053169156007859255,0.9828788183185049,0.9857758698146766,0.9350166786657392,0.8796095353433782,0.8779624693666337,0.7775737669626106,0.4791594667126595,0.502938461726481,0.5033676478091119
11,0.005265560354136171,0.9832285852029008,0.9860137321483161,0.9428378088907357,0.8797811495897367,0.8791019718193361,0.7714133122323429,0.4849996469112522,0.5054515348600522,0.501025014679418
12,0.005205652789182721,0.9835597415513945,0.9864308917453706,0.9414868136146055,0.8777437031462836,0.8766246832340493,0.769422215130238,0.4786238111241907,0.5009830649802482,0.5022298369525434
13,0.005036119835436224,0.9834551157769711,0.9863179969527465,0.9422926733169805,0.8815375901264815,0.8805852008310027,0.7773656021011218,0.48450014316766926,0.5042720409490881,0.5032332395851394
14,0.005142862116166901,0.9832891388344468,0.9860321226681391,0.9376775577360668,0.8777291186954397,0.8764063549465981,0.7754659833864892,0.4874002795106456,0.506851406241257,0.5033867237883761
15,0.005076158036958546,0.9831312316832952,0.9860090148035536,0.9380948912024678,0.8758860109205766,0.8741859283992698,0.7698025543089194,0.48095478789785046,0.5009329296298565,0.501826799779335
16,0.005020943832688874,0.9837114122736328,0.9863673838961537,0.9420086377772586,0.8742494004492901,0.8737134388085839,0.7655157278537189,0.48286565693642985,0.5031563537692918,0.5036092846467412
17,0.004981969500095734,0.9836175863281095,0.9862673852988226,0.944649306199277,0.8729614290555716,0.872537031498449,0.7556609299044642,0.4775285545001109,0.4988171081855953,0.5028042350387026
18,0.004900320504431522,0.9836403028164387,0.9863628677690325,0.9396668769668016,0.8757390578812491,0.8741079170525632,0.7714183220382207,0.47962323665894824,0.5009155870610245,0.5027370760525812
19,0.004879976546714803,0.9838351268793206,0.986592479087353,0.9339046068179342,0.8755807370344174,0.8736111474297097,0.7723531156497107,0.4820451780934235,0.5023845516121028,0.4994023997617089
20,0.004823117011842589,0.983925755460428,0.9866668669768995,0.9407911073008828,0.8751998283148561,0.8736343474581766,0.7658417973637938,0.48570528707872235,0.5038613650827983,0.4998753028636848
21,0.004849671731672941,0.9841491049578907,0.9869101533578313,0.939120917209978,0.8758242544532125,0.8743511954976438,0.7686066226570472,0.48917578052184973,0.5067682452751043,0.4985651280753696
22,0.004800846260378978,0.984295854237527,0.9870772957436946,0.9439071475757582,0.8762666245044705,0.874204381936065,0.7605927298311852,0.48677783223039006,0.5039464424855229,0.5009966738815452
23,0.004663816875695522,0.9839500954172985,0.9867803611965522,0.9368328170645196,0.8766374824487705,0.8747778700598402,0.7723427933882767,0.48649448094345144,0.5036852168886202,0.4968528778582349
24,0.004641861020166787,0.9842490078472551,0.9870152068686193,0.9377592487051545,0.8756813081165435,0.8734582170469635,0.7690551386289005,0.4813109704012635,0.5015540618589475,0.49758389165447797
25,0.0046473802931066,0.9844434797409809,0.9872017861300159,0.9445877645017628,0.8736455361934181,0.8715897969796915,0.754988677582794,0.4813245919518427,0.5003615631297853,0.49622980952518514
26,0.00475187553280604,0.9842200680333194,0.9869635151070073,0.9405835075045418,0.8736249049036788,0.8720388402899907,0.7607450887864189,0.4797720172829435,0.49899146858122306,0.49332991354619377
27,0.004619616299732438,0.9843156057997634,0.9870459731888092,0.9416598771146075,0.8743439783973926,0.8732165620479811,0.7654146393155273,0.4824935488734451,0.5013655766772996,0.4928994467494989
28,0.004619178910469336,0.9846315407429167,0.9874721821227812,0.9460384075826507,0.8741438165424205,0.8728650110073253,0.7570291540691422,0.47998213947505375,0.49834419596448365,0.4902226623239977
29,0.004599673727024046,0.9844955959259778,0.9872479806507786,0.9432076739775969,0.8751938585809745,0.8743449194919569,0.764845575078512,0.482949813314608,0.5014971229160181,0.4898624765957468
30,0.004531343886253213,0.98501000286633,0.98770248669166,0.9423448687326723,0.8766594983813194,0.8749887053116474,0.7707065171199076,0.4853518748503968,0.5035632437368484,0.4886225390516876
31,0.004588911745456919,0.9849104444263621,0.9875641537872073,0.9447705219774927,0.8738047193540672,0.8729003821754913,0.7562295269820779,0.4844376968100661,0.5030975719566381,0.4915704018792244
32,0.004562032084176017,0.9847470075691497,0.9874588519983255,0.9428107884654419,0.8733931687031534,0.8726857904595706,0.7609481381288601,0.48138780287636207,0.5009284132368268,0.48696901583593466
