best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
39,13,accuracy,ddibn,158289,42,S0,0.97957,0.989187,0.932083,0.982378,0.933023,0.93247,0.979226,0.983828,0.933644,0.982642,0.936004,0.935217,203.6
19,13,accuracy,ddibn,158289,42,S1,0.80051,0.874163,0.736155,0.786468,0.72493,0.70319,0.781132,0.835311,0.71469,0.758618,0.703368,0.675279,203.6
6,13,accuracy,ddibn,158289,42,S2,0.446227,0.497225,0.445076,0.484921,0.436181,0.387566,0.493585,0.504115,0.520172,0.501936,0.504567,0.447413,203.6
75,13,accuracy,ddibn,158289,0,S0,0.983962,0.991292,0.938642,0.986173,0.93794,0.9378,0.9821,0.985455,0.940049,0.984977,0.942004,0.941662,403.8
40,13,accuracy,ddibn,158289,0,S1,0.806936,0.874545,0.729849,0.792628,0.725546,0.70922,0.797219,0.837895,0.727247,0.76951,0.717111,0.696808,403.8
31,13,accuracy,ddibn,158289,0,S2,0.495609,0.505263,0.493684,0.516632,0.479948,0.158097,0.477831,0.496555,0.475637,0.513763,0.50439,0.229056,403.8
62,13,accuracy,ddibn,158289,124,S0,0.982967,0.990718,0.936216,0.98523,0.93823,0.937237,0.981086,0.985933,0.936512,0.984397,0.940162,0.939313,334.0
14,13,accuracy,ddibn,158289,124,S1,0.782084,0.850431,0.712647,0.7625,0.709706,0.701478,0.765486,0.824019,0.699511,0.739368,0.697551,0.688297,334.0
1,13,accuracy,ddibn,158289,124,S2,0.448488,0.491579,0.46054,0.505595,0.481878,0.388259,0.452675,0.493589,0.472535,0.501152,0.491247,0.398038,334.0
