best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
46,13,accuracy,ddibn,158289,42,S0,0.982088,0.991579,0.933818,0.984575,0.934744,0.933502,0.980462,0.983158,0.93841,0.983167,0.94166,0.940454,237.1
35,13,accuracy,ddibn,158289,42,S1,0.882451,0.964689,0.805669,0.884145,0.803374,0.810286,0.873373,0.957321,0.790207,0.87276,0.793535,0.799532,237.1
27,13,accuracy,ddibn,158289,42,S2,0.659376,0.52823,0.606809,0.652119,0.596582,0.56019,0.553477,0.509187,0.545365,0.56097,0.540881,0.451551,237.1
56,13,accuracy,ddibn,158289,0,S0,0.982328,0.991483,0.934266,0.984905,0.93455,0.934137,0.982836,0.987847,0.938158,0.9859,0.939518,0.939134,282.5
32,13,accuracy,ddibn,158289,0,S1,0.874962,0.981244,0.793034,0.882939,0.792099,0.787784,0.868254,0.958852,0.782207,0.868318,0.781104,0.774402,282.5
19,13,accuracy,ddibn,158289,0,S2,0.651162,0.527464,0.612038,0.642133,0.60886,0.653886,0.557786,0.507464,0.558187,0.566389,0.550214,0.583009,282.5
79,13,accuracy,ddibn,158289,124,S0,0.983754,0.991388,0.938698,0.985684,0.939742,0.938874,0.983263,0.986794,0.94128,0.985797,0.941805,0.941219,398.3
40,13,accuracy,ddibn,158289,124,S1,0.867654,0.959043,0.78633,0.869225,0.785642,0.782224,0.863588,0.950909,0.782994,0.862402,0.783265,0.776071,398.3
28,13,accuracy,ddibn,158289,124,S2,0.610902,0.521148,0.583248,0.609532,0.536226,0.303875,0.506,0.498756,0.500321,0.5385,0.518069,0.29749,398.3
