type_0,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,type_11,type_12,type_13,type_14,type_15,type_16,type_17,type_18,type_19,type_20,type_21,type_22,type_23,type_24,type_25,type_26,type_27,type_28,type_29,type_30,type_31,type_32,type_33,type_34,type_35,type_36,type_37,type_38,type_39,type_40,type_41,type_42,type_43,type_44,type_45,type_46,type_47,type_48,type_49,type_50,type_51,type_52,type_53,type_54,type_55,type_56,type_57,type_58,type_59,type_60,type_61,type_62,type_63,type_64,type_65,type_66,type_67,type_68,type_69,type_70,type_71,type_72,type_73,type_74,type_75,type_76,type_77,type_78,type_79,type_80,type_81,type_82,type_83,type_84,type_85,type_86,type_87,type_88,type_89,type_90,type_91,type_92,type_93,type_94,type_95,type_96,type_97,type_98,type_99,type_100,type_101,type_102,type_103,type_104,type_105,type_106,type_107,type_108,type_109,type_110,type_111,type_112,type_113,type_114,type_115,type_116,type_117,type_118,type_119,type_120,type_121,type_122,type_123,type_124,type_125,type_126,type_127,type_128,type_129,type_130,type_131,type_132,type_133,type_134,type_135,type_136,type_137,type_138,type_139,type_140,type_141,type_142,type_143,type_144,type_145,type_146,type_147,type_148,type_149,type_150,type_151,type_152,type_153,type_154,type_155,type_156,type_157,type_158,type_159,type_160,type_161,type_162,type_163,type_164,type_165,type_166,type_167,type_168,type_169,type_170,type_171,type_172,type_173,type_174,type_175,type_176,type_177,type_178,type_179,type_180,type_181,type_182,type_183,type_184,type_185,type_186,type_187,type_188,type_189,type_190,type_191,type_192,type_193,type_194,type_195,type_196,type_197,type_198,type_199,type_200,type_201,type_202,type_203,type_204,type_205,type_206,type_207,type_208
0.87671,0.882075,0.864905,0.878982,0.845187,0.846387,0.87177,0.856467,0.89132,0.865905,0.88011,0.872216,0.867294,0.864337,0.893899,0.838018,0.817936,0.901424,0.869546,0.878624,0.885589,0.862076,0.85578,0.852237,0.879409,0.891723,0.902143,0.888747,0.863772,0.878906,0.861299,0.855898,0.8932,0.884424,0.891876,0.894912,0.838767,0.876701,0.859739,0.883275,0.890587,0.858136,0.848314,0.889693,0.892294,0.892431,0.875664,0.884451,0.909911,0.889517,0.857259,0.902836,0.882631,0.869864,0.869161,0.905774,0.882859,0.890956,0.836361,0.892541,0.908653,0.890693,0.858157,0.888038,0.830522,0.894391,0.855283,0.879738,0.849062,0.898921,0.850481,0.87653,0.886219,0.879802,0.89656,0.89659,0.889404,0.884802,0.889742,0.884444,0.855219,0.887525,0.89592,0.877731,0.919875,0.842066,0.904481,0.843994,0.88226,0.90354,0.90545,0.895052,0.888916,0.825073,0.883112,0.883843,0.916176,0.892976,0.883418,0.822162,0.844146,0.90425,0.892286,0.884345,0.876614,0.897284,0.882992,0.839345,0.891505,0.884878,0.859364,0.873454,0.881983,0.876539,0.891177,0.852285,0.898897,0.905214,0.907272,0.89282,0.862264,0.926842,0.882067,0.863483,0.889559,0.825487,0.906851,0.897495,0.898774,0.861674,0.86097,0.890849,0.878753,0.861651,0.815954,0.920691,0.876247,0.8409,0.877679,0.833724,0.880294,0.895412,0.881689,0.872379,0.890442,0.88799,0.880222,0.894612,0.865149,0.901793,0.825202,0.861607,0.867586,0.888821,0.850499,0.838374,0.878988,0.828079,0.864745,0.869088,0.86428,0.894016,0.905267,0.888185,0.883593,0.885685,0.896784,0.884384,0.91298,0.86718,0.890943,0.893175,0.886942,0.913735,0.875222,0.921079,0.845417,0.861,0.891086,0.905655,0.892022,0.894919,0.855447,0.863367,0.890058,0.889464,0.880983,0.905598,0.893858,0.881852,0.910581,0.886255,0.874491,0.837121,0.9149,0.880966,0.894376,0.879615,0.889865,0.846785,0.898855,0.892515,0.880751,0.873764,0.882011,0.846171,0.865057,0.853709,0.924763
0.864598,0.873822,0.859398,0.873452,0.848391,0.837584,0.871791,0.872505,0.885997,0.856325,0.867608,0.864929,0.873607,0.865321,0.892897,0.856097,0.833785,0.884886,0.85066,0.874612,0.890795,0.856992,0.861072,0.846886,0.877984,0.899436,0.895479,0.886631,0.863493,0.874818,0.865405,0.864242,0.884167,0.895895,0.882762,0.883767,0.845722,0.86838,0.853363,0.887048,0.898766,0.863634,0.829386,0.882885,0.885664,0.903722,0.862131,0.875477,0.914193,0.887065,0.867601,0.892694,0.875431,0.879439,0.8691,0.904777,0.884764,0.8762,0.838262,0.894343,0.912559,0.884734,0.845619,0.884968,0.843957,0.888267,0.863016,0.862902,0.859411,0.876827,0.857804,0.867607,0.864165,0.868831,0.885904,0.899383,0.869935,0.882794,0.883871,0.878497,0.840356,0.886841,0.90092,0.887885,0.925854,0.826452,0.900111,0.842309,0.877382,0.899053,0.910904,0.900761,0.873892,0.817311,0.889289,0.897931,0.912065,0.900009,0.890936,0.824554,0.850918,0.902022,0.899283,0.88649,0.865271,0.90079,0.883345,0.843119,0.881862,0.885611,0.857506,0.886827,0.876744,0.873597,0.875592,0.855553,0.888935,0.90459,0.900059,0.896637,0.867706,0.934335,0.886826,0.876619,0.866604,0.837205,0.904564,0.893345,0.894928,0.867147,0.860365,0.893363,0.887033,0.873671,0.819824,0.926497,0.89323,0.833547,0.874465,0.834238,0.883904,0.89886,0.889393,0.869556,0.888908,0.879042,0.887608,0.901749,0.864238,0.904641,0.842482,0.84864,0.881803,0.890894,0.847178,0.85342,0.886681,0.835391,0.870516,0.863174,0.86545,0.901906,0.897436,0.866586,0.878918,0.874885,0.892982,0.880637,0.916106,0.857863,0.897679,0.892044,0.892206,0.898941,0.880407,0.919824,0.85101,0.87257,0.897949,0.92472,0.906593,0.898117,0.837938,0.874302,0.896542,0.895564,0.879317,0.906172,0.893895,0.886777,0.920739,0.876235,0.872445,0.84535,0.91381,0.894545,0.897164,0.880204,0.881931,0.845655,0.881796,0.8862,0.887575,0.883883,0.881993,0.843942,0.857734,0.850898,0.933969
0.802932,0.801255,0.784457,0.806584,0.769231,0.77027,0.79291,0.787671,0.809446,0.792419,0.793103,0.795597,0.808394,0.796992,0.81769,0.763462,0.744,0.832,0.804124,0.807829,0.797348,0.796296,0.793919,0.769928,0.810078,0.828179,0.842105,0.821782,0.785441,0.8125,0.792188,0.774074,0.815094,0.811808,0.818868,0.808581,0.771505,0.804167,0.78178,0.796763,0.817757,0.780156,0.778388,0.828194,0.810811,0.817343,0.81,0.789256,0.822314,0.809013,0.771689,0.829618,0.807203,0.803819,0.788973,0.822034,0.800481,0.800373,0.764019,0.831081,0.825991,0.815789,0.773585,0.820755,0.769048,0.813559,0.804348,0.8125,0.788168,0.835329,0.774272,0.803318,0.822727,0.804147,0.830435,0.819742,0.826241,0.798942,0.795745,0.817949,0.780083,0.793103,0.825431,0.793103,0.83,0.768041,0.820755,0.755605,0.815421,0.828402,0.821782,0.810945,0.8125,0.767857,0.807143,0.804688,0.838583,0.797059,0.793023,0.740385,0.774194,0.811881,0.811927,0.804245,0.818653,0.824645,0.813158,0.770115,0.811518,0.813853,0.779703,0.768817,0.802273,0.791667,0.825243,0.787879,0.818653,0.848485,0.837079,0.823864,0.802703,0.855191,0.798387,0.797468,0.818182,0.748555,0.838462,0.798701,0.819892,0.789894,0.794737,0.822751,0.803879,0.783784,0.732955,0.838624,0.797753,0.781407,0.8125,0.760714,0.790909,0.817073,0.79558,0.803867,0.810127,0.819018,0.818421,0.803763,0.801587,0.813187,0.756849,0.779762,0.77931,0.819048,0.781579,0.75,0.797143,0.747967,0.780142,0.78655,0.780822,0.83237,0.81457,0.808511,0.834146,0.794118,0.834286,0.794776,0.839572,0.809677,0.806763,0.810559,0.79803,0.852778,0.808962,0.855191,0.770833,0.791139,0.818452,0.833333,0.834211,0.829787,0.779891,0.8,0.806548,0.812081,0.816176,0.816129,0.836111,0.798701,0.847561,0.803704,0.798742,0.780303,0.835616,0.772727,0.805556,0.797688,0.806818,0.781437,0.808219,0.807065,0.794702,0.784173,0.79085,0.763636,0.788732,0.775316,0.864865
0.811232,0.804928,0.789096,0.804167,0.765432,0.773333,0.794824,0.786207,0.813397,0.798599,0.796226,0.797508,0.81149,0.799257,0.820604,0.752515,0.735537,0.835294,0.802768,0.809859,0.801484,0.803571,0.791809,0.770344,0.812261,0.826389,0.847458,0.822951,0.789474,0.816794,0.796325,0.778182,0.824373,0.8125,0.818868,0.816456,0.769648,0.812,0.786749,0.798574,0.819723,0.784762,0.791738,0.831897,0.817164,0.819672,0.81336,0.792683,0.825203,0.814969,0.772727,0.830964,0.807611,0.806175,0.794063,0.818966,0.800959,0.808587,0.767816,0.8307,0.826374,0.821429,0.772512,0.826484,0.762836,0.813559,0.79597,0.81128,0.784466,0.83965,0.780142,0.808314,0.831169,0.805492,0.834746,0.820513,0.825623,0.797872,0.80083,0.822055,0.785425,0.797101,0.826552,0.789474,0.832512,0.773869,0.825688,0.763557,0.820862,0.831395,0.827751,0.809045,0.818182,0.77193,0.807143,0.813896,0.839844,0.804533,0.790588,0.73913,0.771028,0.816425,0.813636,0.809195,0.825871,0.827907,0.820253,0.779006,0.819095,0.813853,0.779156,0.779487,0.809628,0.8,0.827751,0.785714,0.819588,0.847716,0.844086,0.827778,0.802168,0.855586,0.802111,0.797468,0.82199,0.750716,0.838046,0.801282,0.823219,0.792651,0.80102,0.825065,0.804301,0.781421,0.728324,0.847118,0.803279,0.778626,0.822757,0.756364,0.79403,0.811321,0.79558,0.80654,0.807692,0.822823,0.823529,0.81137,0.804178,0.814208,0.756014,0.782353,0.783784,0.826484,0.778667,0.747774,0.791789,0.757812,0.790541,0.784661,0.789474,0.833333,0.823899,0.816327,0.833333,0.798722,0.835227,0.8,0.83871,0.812698,0.804878,0.816817,0.805687,0.857909,0.811189,0.859416,0.771784,0.79375,0.820059,0.832298,0.836364,0.837563,0.791774,0.802817,0.809384,0.8,0.821853,0.823529,0.835655,0.793333,0.850299,0.812721,0.794872,0.781955,0.843137,0.78125,0.815249,0.797688,0.810409,0.784661,0.808219,0.805479,0.802548,0.776119,0.793548,0.763636,0.785714,0.781538,0.859155
0.94,0.94,0.96,0.96,0.94,0.9,1.0,1.0,0.96,0.98,0.94,0.98,0.96,0.98,0.96,0.96,0.94,0.92,0.94,0.96,0.98,0.92,0.96,0.96,0.96,0.98,0.94,0.96,0.96,0.96,0.98,0.98,0.98,1.0,0.96,0.96,0.92,0.96,0.9,0.96,1.0,0.98,0.9,0.96,0.96,0.98,0.94,0.94,0.98,0.96,0.98,0.94,0.96,0.98,0.96,0.98,0.96,0.94,0.92,0.96,1.0,0.96,0.92,0.98,0.96,0.96,0.92,0.9,0.96,0.92,0.96,0.92,0.88,0.92,0.96,0.96,0.9,0.98,0.96,0.94,0.9,1.0,1.0,0.98,1.0,0.9,0.96,0.92,0.96,0.94,0.98,0.96,0.88,0.9,0.96,0.96,0.98,0.98,0.96,0.92,0.94,0.98,1.0,0.98,0.94,1.0,0.96,0.92,0.94,1.0,0.96,1.0,0.94,0.94,0.92,0.92,0.96,0.96,0.94,0.96,0.96,1.0,0.98,0.98,0.9,0.94,0.94,0.96,0.96,0.94,0.92,0.94,1.0,0.94,0.88,1.0,1.0,0.9,0.96,0.9,0.96,0.96,0.98,0.94,0.94,0.92,0.98,0.96,0.94,0.96,0.94,0.9,0.94,0.98,0.92,0.94,0.96,0.92,0.94,0.92,0.94,0.98,0.94,0.92,0.94,0.92,0.96,0.94,0.98,0.9,0.96,0.96,1.0,0.94,0.98,0.98,0.92,0.94,0.98,0.98,1.0,0.94,0.86,0.92,0.98,0.96,0.94,0.94,0.94,0.96,0.98,0.94,0.92,0.88,0.96,1.0,0.98,0.94,0.92,0.88,0.92,0.94,0.98,0.96,0.94,0.92,0.9,0.9,0.98
0.794788,0.811715,0.788856,0.814815,0.773279,0.765766,0.791045,0.785388,0.81759,0.794224,0.796935,0.795597,0.80292,0.793233,0.812274,0.769231,0.736,0.832,0.80756,0.800712,0.806818,0.810185,0.793919,0.771739,0.810078,0.824742,0.833333,0.821782,0.789272,0.808594,0.784375,0.777778,0.803774,0.811808,0.818868,0.811881,0.768817,0.8,0.783898,0.791367,0.82243,0.774319,0.776557,0.814978,0.814672,0.822878,0.812,0.785124,0.822314,0.815451,0.767123,0.83121,0.809322,0.802083,0.787072,0.826271,0.802885,0.802239,0.757009,0.833333,0.828194,0.815789,0.773585,0.825472,0.757143,0.813559,0.797101,0.814655,0.790076,0.820359,0.776699,0.796209,0.831818,0.806452,0.821739,0.815451,0.826241,0.804233,0.8,0.815385,0.771784,0.793103,0.823276,0.793103,0.83,0.762887,0.825472,0.753363,0.813084,0.828402,0.831683,0.80597,0.817708,0.765306,0.807143,0.8125,0.846457,0.8,0.795349,0.740385,0.78341,0.811881,0.821101,0.79717,0.818653,0.824645,0.794737,0.764368,0.816754,0.813853,0.777228,0.774194,0.804545,0.79386,0.820388,0.787879,0.818653,0.848485,0.831461,0.835227,0.8,0.852459,0.795699,0.797468,0.818182,0.751445,0.841026,0.798701,0.822581,0.792553,0.794737,0.825397,0.801724,0.778378,0.744318,0.857143,0.797753,0.788945,0.824074,0.757143,0.787879,0.817073,0.79558,0.79558,0.810127,0.822086,0.815789,0.811828,0.809524,0.818681,0.753425,0.767857,0.8,0.814286,0.773684,0.758824,0.788571,0.747967,0.780142,0.795322,0.780822,0.83237,0.807947,0.81383,0.839024,0.784314,0.828571,0.798507,0.839572,0.806452,0.811594,0.795031,0.79803,0.844444,0.806604,0.852459,0.775,0.791139,0.821429,0.82716,0.836842,0.829787,0.771739,0.792857,0.803571,0.832215,0.803922,0.825806,0.838889,0.811688,0.853659,0.807407,0.798742,0.787879,0.849315,0.779221,0.808642,0.797688,0.80303,0.778443,0.808219,0.804348,0.794702,0.776978,0.784314,0.763636,0.788732,0.772152,0.837838
