best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
69,13,accuracy,ddibn,158289,42,S0,0.972946,0.984593,0.913424,0.975908,0.911959,0.911474,0.973212,0.977225,0.926882,0.975851,0.927488,0.926408,287.0
74,13,accuracy,ddibn,158289,42,S1,0.763174,0.789856,0.693696,0.734535,0.6885,0.673276,0.78488,0.845359,0.712401,0.771245,0.706384,0.683591,287.0
3,13,accuracy,ddibn,158289,42,S2,0.557098,0.513589,0.579006,0.560949,0.520248,0.375461,0.525606,0.504211,0.547557,0.547585,0.521955,0.384912,287.0
91,13,accuracy,ddibn,158289,0,S0,0.976869,0.985359,0.923032,0.978971,0.924661,0.924264,0.977886,0.980861,0.933564,0.980851,0.93583,0.934722,347.0
81,13,accuracy,ddibn,158289,0,S1,0.750291,0.714163,0.69135,0.699423,0.674587,0.653124,0.773269,0.783732,0.708585,0.736642,0.695031,0.668352,347.0
2,13,accuracy,ddibn,158289,0,S2,0.527052,0.509474,0.523133,0.54741,0.502895,0.355159,0.508866,0.504689,0.505295,0.539974,0.502712,0.35849,347.0
115,13,accuracy,ddibn,158289,124,S0,0.97972,0.9889,0.925805,0.982238,0.922851,0.921918,0.978343,0.981244,0.932981,0.981186,0.935322,0.933916,450.3
109,13,accuracy,ddibn,158289,124,S1,0.767223,0.737895,0.703094,0.711386,0.678393,0.643147,0.792749,0.782775,0.722401,0.750792,0.702814,0.660515,450.3
2,13,accuracy,ddibn,158289,124,S2,0.541299,0.50622,0.53957,0.552633,0.505438,0.405935,0.523822,0.503541,0.517664,0.54843,0.507042,0.4089,450.3
