best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
58,13,accuracy,ddibn,158289,0,S0,0.983771,0.992632,0.938573,0.986238,0.941722,0.94057,0.981426,0.985455,0.936143,0.984404,0.937745,0.93712,299.4
61,13,accuracy,ddibn,158289,0,S1,0.840079,0.905646,0.759791,0.826078,0.756885,0.746617,0.835429,0.891196,0.752934,0.810521,0.748456,0.734593,299.4
1,13,accuracy,ddibn,158289,0,S2,0.461269,0.495694,0.470456,0.493337,0.488569,0.29081,0.458175,0.496077,0.47201,0.49541,0.489326,0.2891,299.4
59,13,accuracy,ddibn,158289,42,S0,0.983695,0.992249,0.937363,0.986029,0.9382,0.937734,0.981437,0.985263,0.935245,0.98436,0.936196,0.936195,293.7
66,13,accuracy,ddibn,158289,42,S1,0.842205,0.903636,0.767042,0.825325,0.767853,0.767493,0.838011,0.898373,0.755823,0.813506,0.755379,0.750751,293.7
1,13,accuracy,ddibn,158289,42,S2,0.442459,0.496459,0.45962,0.47616,0.491027,0.356688,0.450759,0.494928,0.467876,0.487157,0.492651,0.358016,293.7
95,13,accuracy,ddibn,158289,124,S0,0.984492,0.993014,0.939204,0.986602,0.93983,0.938904,0.98277,0.98756,0.940451,0.985677,0.94262,0.941917,541.1
110,13,accuracy,ddibn,158289,124,S1,0.859199,0.930239,0.781572,0.847282,0.781123,0.779847,0.857405,0.9089,0.777326,0.833966,0.776214,0.771185,541.1
1,13,accuracy,ddibn,158289,124,S2,0.498367,0.502105,0.500133,0.522905,0.502397,0.398281,0.494314,0.501053,0.497955,0.518713,0.501065,0.395051,541.1
