epoch,train_loss,val_AUC-ROC_S0,val_PR-AUC_S0,val_acc_S0,val_AUC-ROC_S1,val_PR-AUC_S1,val_acc_S1,val_AUC-ROC_S2,val_PR-AUC_S2,val_acc_S2
1,0.029332662977638743,0.5418384137208879,0.5405066513762385,0.5089323648247338,0.5294461395034847,0.5353097140278846,0.5058058992736827,0.5193231872062832,0.5601464851178026,0.49659143995162813
2,0.029278184707847335,0.6150848084145909,0.6008959923870231,0.5445715751484299,0.5823485407802703,0.5747664061951937,0.5274808428722383,0.5642650080396056,0.5903082134046791,0.5164645330600066
3,0.028539754690662507,0.6596231862913368,0.6521601189191889,0.5944725267802478,0.6030714948075712,0.5934000853645665,0.541268725918592,0.5693306188708087,0.5924564695942888,0.5246939961629599
4,0.027380176008709015,0.7337549732271357,0.7338465080684977,0.6782894749330697,0.640938432712761,0.6341162567282647,0.5922543648043124,0.5611808303790625,0.5785232746029619,0.5126218268899915
5,0.025506283426957745,0.8012403822557157,0.8013726205850941,0.7193790986651468,0.6927991052703428,0.6866612468370585,0.642701277409286,0.584582221780914,0.5913677625604948,0.5629073313939831
6,0.023900799227938536,0.8195088838825603,0.8176696842486609,0.681785751614567,0.6993710187726695,0.6974962815803231,0.6113783073288465,0.5501456387547298,0.5752695103196965,0.5374677227518088
7,0.02258364057108279,0.8432025659046122,0.8404213787006367,0.7636127805407408,0.7017201361161316,0.6908153357806832,0.6389387569865516,0.5161600241548296,0.552766810698093,0.48645395643282424
8,0.021521372668024515,0.863234064192723,0.8578927876895972,0.7901254340132502,0.7208361889125299,0.7126498141840487,0.6340794453564366,0.5080354588634849,0.5657462717020689,0.48849065824362564
9,0.020548722083349864,0.8710626975902956,0.86649652356045,0.7607242662207115,0.7181981341208811,0.707467012337865,0.6007597109000685,0.5148763761895525,0.562581404722453,0.5294004788790506
10,0.019500289187436144,0.8813295424311159,0.8752120189873398,0.7813660522485777,0.7434287052910967,0.7387407392337191,0.6791242262393834,0.4993453376032398,0.5665743433564346,0.46517429441824737
11,0.018895843945023034,0.8919218483304094,0.8881064800406179,0.8096361840138738,0.738294734917227,0.7300896860726729,0.6622628506124634,0.47683840297657165,0.5547291281333919,0.4618922021522187
12,0.01795452242086251,0.8990570816342504,0.8923952558987708,0.8266880739682477,0.7500036108421507,0.7420175037642958,0.6699161668953519,0.4705220558751445,0.5520206805986002,0.45869486948495547
13,0.017924561983935775,0.9014965779236651,0.8953671637189461,0.8054253614860821,0.7569144860942277,0.7519390636963631,0.6857097690293417,0.45766449591036745,0.5492014350732892,0.43163807748685756
14,0.016731097024955576,0.909990563639045,0.9029104440547541,0.8290532884449958,0.7633589483812271,0.7565160277399279,0.6576856729097819,0.4787187435715789,0.5602392094870663,0.4981620094348604
15,0.016871477582401807,0.9168994372343727,0.9091179139529971,0.8449649261080382,0.7687355325160596,0.7637330134385344,0.6646449568024014,0.48981422045154827,0.5647547913668853,0.5091627616944427
16,0.016013155969220302,0.9132542480129788,0.9057809914980581,0.812058796953878,0.7743792696470166,0.7731092417462792,0.6965909881252302,0.47692520691991647,0.5600760749767273,0.4500847109564491
17,0.015368306280804737,0.9205070323784068,0.9144460303838349,0.8478738925279876,0.7707509337802633,0.7646618927354472,0.6650605186142519,0.49310603650528056,0.5721468499257817,0.5091680681481088
18,0.014995640466710734,0.9266530382467174,0.9199481683213089,0.8577449327273327,0.7821819782801787,0.7781368220485734,0.677821405291085,0.5063675729945093,0.5805890415770559,0.5276363440652206
19,0.01463601649588635,0.9286583031824085,0.923400364037116,0.8517002537820292,0.7869605307082148,0.7826134739657483,0.7040282739334975,0.5058306498553556,0.578149801388307,0.5105259605175475
20,0.014495040943485594,0.925337748276765,0.9174399679515575,0.7842572563640752,0.7687543691682728,0.7625262011772196,0.6051360588603072,0.5154525956366043,0.5859976059596471,0.5491233659469587
21,0.014208691690357463,0.9326343070743742,0.9267908083503247,0.8644953940733724,0.7988673818453843,0.7963271372343254,0.7060002035042484,0.5292908317923379,0.5955624647548821,0.5087501073902437
22,0.013435198962988873,0.9373922441475739,0.9342125541533687,0.870941233494129,0.7975505712127977,0.7947700258224428,0.6868222430621521,0.5247131586980214,0.596392229252689,0.5437183032601297
23,0.013069739009463979,0.9400840027254195,0.9361105578898005,0.8672633553633573,0.8022236741963079,0.8009928340866159,0.6747644637508353,0.5444339420934655,0.6058318387829695,0.5500048670201322
24,0.012836659041744086,0.9426851283744052,0.9384615512141494,0.8770969022081623,0.8088167376486246,0.8070081805325962,0.6771189146294446,0.5553167593768937,0.6166530574113787,0.551912797545207
25,0.01331662860203294,0.944389734616818,0.9427376745458589,0.8815490225817724,0.8129819044313334,0.8128623774458985,0.7069463345278058,0.5306184849114624,0.607891997646733,0.5500231604024899
26,0.01211552980971793,0.9459381630648268,0.9425387332897641,0.886585908998687,0.8137147798807397,0.8124276521248175,0.7045302120450131,0.5387500549661224,0.607537300531194,0.5574240598790999
27,0.012295893457297596,0.9471014262212363,0.9457789626871739,0.8803168139324392,0.8034942815974834,0.803603488986788,0.6834599560215397,0.5512154265596642,0.6171464211497504,0.5653290614130422
28,0.012029565934602532,0.9491014663169681,0.9489668165443361,0.8871863702098156,0.8034165327916518,0.799542584300244,0.6860085834517023,0.5340862851723045,0.596740184413154,0.5438297698252679
29,0.011910781591019083,0.9450048464258033,0.9435057537895332,0.8673133537960482,0.8014321290618902,0.8011944834231483,0.6620644264097691,0.5531344126149158,0.6143294010322339,0.5483299548604875
30,0.011737818487979952,0.9512632906390024,0.9519177333058827,0.8871178666616261,0.8129738867214166,0.8106352179439739,0.7055109804757496,0.5377629241287447,0.6065904952579635,0.5536074733835921
31,0.011276525768241095,0.9550452939510717,0.9555551536916762,0.8896549928824536,0.819108389850999,0.8214792429234938,0.7231766058933399,0.5272694108347035,0.602386295567229,0.5310951631752363
32,0.011282285957056428,0.9528395261261952,0.9535792306905191,0.884506098579321,0.8127112479760007,0.8150152215528186,0.720902846777046,0.5375335350672104,0.6112080609713457,0.5289586143273025
33,0.010863134588655685,0.9564226446034196,0.9577633106156671,0.8727362654055817,0.8175607159021492,0.8199563645460933,0.7309797378552078,0.5318190853409367,0.6108852674959842,0.5116924211237676
