best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
29,08,accuracy,ddibn,98897,0,S0,0.984948,0.991866,0.941869,0.98683,0.943942,0.94302,0.983086,0.987081,0.940632,0.985788,0.941997,0.941319,177.0
1,08,accuracy,ddibn,98897,0,S1,0.863662,0.918947,0.782868,0.839735,0.759885,0.730473,0.867646,0.928708,0.795026,0.854194,0.762075,0.73439,177.0
1,08,accuracy,ddibn,98897,0,S2,0.50963,0.50488,0.511725,0.513885,0.5,0.0,0.482454,0.493589,0.485495,0.524767,0.5,0.0,177.0
34,08,accuracy,ddibn,98897,42,S0,0.985477,0.992632,0.943003,0.987364,0.945932,0.944758,0.983327,0.987177,0.941426,0.986061,0.943202,0.94219,180.0
1,08,accuracy,ddibn,98897,42,S1,0.857287,0.910718,0.778543,0.831021,0.730268,0.673805,0.86452,0.915598,0.794758,0.846967,0.737456,0.684805,180.0
1,08,accuracy,ddibn,98897,42,S2,0.487262,0.497416,0.495984,0.503698,0.5,0.0,0.455845,0.489952,0.477805,0.507688,0.5,0.0,180.0
24,08,accuracy,ddibn,98897,124,S0,0.984626,0.991866,0.942919,0.986526,0.945323,0.944438,0.982674,0.986699,0.940862,0.985481,0.942143,0.941429,166.3
1,08,accuracy,ddibn,98897,124,S1,0.850822,0.9111,0.776372,0.82202,0.706862,0.628234,0.856825,0.896268,0.787299,0.835175,0.711985,0.637588,166.3
1,08,accuracy,ddibn,98897,124,S2,0.444214,0.494928,0.454841,0.477119,0.5,0.0,0.442974,0.487943,0.448069,0.496799,0.5,0.0,166.3
