best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
76,13,accuracy,ddibn,158289,0,S0,0.98265,0.989856,0.935302,0.984477,0.934279,0.933022,0.981857,0.985742,0.940018,0.984893,0.941717,0.940668,367.3
60,13,accuracy,ddibn,158289,0,S1,0.909651,0.964211,0.828243,0.90502,0.828279,0.834333,0.907742,0.984019,0.829322,0.908676,0.826709,0.834079,367.3
10,13,accuracy,ddibn,158289,0,S2,0.696328,0.532536,0.658126,0.666583,0.648412,0.702488,0.73848,0.544498,0.685999,0.710386,0.689491,0.728833,367.3
91,13,accuracy,ddibn,158289,42,S0,0.983733,0.991196,0.936602,0.985695,0.937745,0.936907,0.98267,0.986603,0.941843,0.985439,0.943809,0.943239,420.6
90,13,accuracy,ddibn,158289,42,S1,0.897805,0.965167,0.819272,0.895337,0.816917,0.818895,0.893963,0.982297,0.810704,0.897316,0.810196,0.810768,420.6
8,13,accuracy,ddibn,158289,42,S2,0.698527,0.531196,0.647097,0.70641,0.633914,0.671173,0.727755,0.54201,0.649979,0.707283,0.675125,0.705804,420.6
43,13,accuracy,ddibn,158289,124,S0,0.980047,0.9889,0.927808,0.982393,0.92822,0.926731,0.980155,0.985359,0.933725,0.983692,0.934342,0.932966,234.5
44,13,accuracy,ddibn,158289,124,S1,0.903091,0.962201,0.825864,0.898291,0.822541,0.828419,0.899688,0.98067,0.820317,0.902257,0.817771,0.824169,234.5
21,13,accuracy,ddibn,158289,124,S2,0.711051,0.531483,0.660634,0.730107,0.667544,0.691767,0.723202,0.535981,0.68086,0.720374,0.68976,0.705969,234.5
