best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
49,13,accuracy,ddibn,158289,42,S0,0.976043,0.985933,0.923317,0.978788,0.923136,0.922288,0.979037,0.984115,0.932794,0.982554,0.932791,0.931738,280.5
50,13,accuracy,ddibn,158289,42,S1,0.878277,0.9511,0.802739,0.877817,0.8027,0.805243,0.880566,0.96201,0.804708,0.88295,0.804713,0.804076,280.5
15,13,accuracy,ddibn,158289,42,S2,0.626833,0.518373,0.632354,0.623932,0.638497,0.634025,0.677899,0.523062,0.669981,0.675775,0.679809,0.670948,280.5
74,13,accuracy,ddibn,158289,0,S0,0.980458,0.987847,0.932501,0.982562,0.93383,0.932726,0.981417,0.986316,0.938885,0.984755,0.941151,0.93999,398.9
37,13,accuracy,ddibn,158289,0,S1,0.873699,0.952249,0.792848,0.872377,0.793081,0.793004,0.874157,0.957512,0.796132,0.872937,0.796319,0.796163,398.9
18,13,accuracy,ddibn,158289,0,S2,0.611561,0.516364,0.606662,0.609629,0.593958,0.611775,0.676714,0.524019,0.650149,0.67146,0.64401,0.653355,398.9
73,13,accuracy,ddibn,158289,124,S0,0.979267,0.988421,0.927678,0.981578,0.928743,0.928236,0.981228,0.986316,0.939256,0.984648,0.94185,0.940978,388.0
47,13,accuracy,ddibn,158289,124,S1,0.870633,0.966411,0.789541,0.875377,0.790572,0.786694,0.871626,0.969569,0.79809,0.879398,0.798102,0.791125,388.0
25,13,accuracy,ddibn,158289,124,S2,0.60263,0.513397,0.60529,0.620602,0.607339,0.561915,0.659424,0.51933,0.64536,0.670258,0.643366,0.603397,388.0
