best_epoch,cell,checkpoint_metric,dataset,n_params,seed,split,test_AUC-ROC,test_P@50,test_P@N2,test_PR-AUC,test_accuracy,test_macro-F1,val_AUC-ROC,val_P@50,val_P@N2,val_PR-AUC,val_accuracy,val_macro-F1,wall_time_sec
29,08,accuracy,ddibn,98897,0,S0,0.984864,0.991962,0.943742,0.986708,0.948469,0.947481,0.982646,0.986507,0.940199,0.985217,0.940845,0.940298,162.7
1,08,accuracy,ddibn,98897,0,S1,0.878934,0.91512,0.803498,0.858921,0.789274,0.778259,0.881017,0.93866,0.812549,0.867488,0.795835,0.78694,162.7
1,08,accuracy,ddibn,98897,0,S2,0.631026,0.522297,0.600941,0.626566,0.5,0.0,0.645071,0.519234,0.611196,0.647798,0.50015,0.000563,162.7
42,08,accuracy,ddibn,98897,42,S0,0.986208,0.99311,0.945454,0.987906,0.947585,0.946527,0.983695,0.987273,0.941692,0.986204,0.943137,0.942275,211.0
1,08,accuracy,ddibn,98897,42,S1,0.875983,0.914258,0.803142,0.854782,0.774155,0.74951,0.878262,0.928708,0.807065,0.862532,0.779606,0.757601,211.0
1,08,accuracy,ddibn,98897,42,S2,0.605164,0.519139,0.603869,0.587258,0.4999,0.000245,0.610807,0.517321,0.586058,0.603592,0.500038,0.000611,211.0
26,08,accuracy,ddibn,98897,124,S0,0.984836,0.991866,0.942685,0.98676,0.945049,0.943769,0.98304,0.986986,0.940532,0.985593,0.94248,0.94152,149.5
1,08,accuracy,ddibn,98897,124,S1,0.873362,0.91445,0.801192,0.85096,0.756949,0.718301,0.873726,0.921435,0.80152,0.856598,0.763058,0.728437,149.5
1,08,accuracy,ddibn,98897,124,S2,0.606899,0.522201,0.585753,0.598646,0.5,0.0,0.620864,0.516459,0.575469,0.621378,0.5,0.0,149.5
